match	sentence	collection	author	title	textClass	bibl	date
gesessen	Später habe ich oft , am Ende sogar regelmäßig , an diesem Tische gesessen , aber jenes erste Mal , das mich mit plötzlichem Schwunge aus Not und Niedrigkeit emporhob , ist mir für immer im Gedächtnis geblieben .	kern	Sudermann, Hermann	Das Bilderbuch meiner Jugend	Gebrauchsliteratur::Autobiographien	Sudermann, Hermann: Das Bilderbuch meiner Jugend. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1922], S. #page#	1922-12-31
einzuhalten	""" Der Sicherheitsrat : unter Hinweis auf seine Resolutionen zur Südrhodesienfrage , insbesondere auf die Resolutionen 253/1968 , 403/1977 , 411/1977 , 423/1978 , 437/1978 und 445/1979 ( vorstehend ) , in denen die Illegalität des SMITH-Regimes bekräftigt wird ; nach Anhörung der Erklärung des Vorsitzenden der Afrikanischen Gruppe ; ferner nach Anhörung der Erklärung des Vertreters der Patriotischen Front von Zimbabwe : in Bekräftigung der Resolution 445/1979 des Sicherheitsrats , insbesondere der Bestimmung , in der er alle unter der Schirmherrschaft des illegalen rassistischen Regimes abgehaltenen Wahlen und deren Ergebnisse für null und nichtig erklärt , und erklärt , daß weder die UN noch ihre Mitgliedsstaaten irgendwelche Vertreter oder Organe anerkennen werden , die aus diesem Prozeß hervorgehen ; tief besorgt darüber , daß das illegale rassistische Minderheitsregime in Südrhodesien unter äußerster Mißachtung der UN Scheinwahlen in dem Territorium abgehalten hat ; in der Überzeugung , daß diese sogenannten Wahlen keine wahre Ausübung des Rechts des Volkes von Zimbabwe auf Selbstbestimmung und nationale Unabhängigkeit darstellten und darauf abzielten , die Herrschaft der weißen rassistischen Minderheit zu verewigen ; in Bekräftigung des unveräußerlichen Rechts des Volkes von Südrhodesien ( Zimbabwe ) auf Selbstbestimmung und Unabhängigkeit gemäß Resolution 1514/XV der Vollversammlung vom 14. Dezember 1960 sowie der Rechtmäßigkeit seines Kampfes um die Sicherung der Ausübung der in der Charta der UN aufgeführten Rechte eingedenk der Verpflichtung aller Mitgliedsstaaten , die Resolutionen und Beschlüsse des Sicherheitsrats gewissenhaft einzuhalten und dafür zu sorgen , daß die ihrer Rechtsprechung unterstehenden Institutionen und Personen ( citizens ) dieselben befolgen :"	kern	unknown	Resolutionen des UN-Sicherheitsrats und der UN-Vollversammlung betreffend Namibia, Angriffe Südafrikas gegen Angola Rhodesienfrage, UNIFIL-Mandat und israelische Siedlungspolitik	Zeitung::VEREINTE NATIONEN. NAMIBIA. SÜDAFRIKA. ANGOLA. RHODESIEN. LIBANON. ISRAEL. NAHOST. AFRIKA.	Archiv der Gegenwart, 2001 [1979]	1979-08-26
leben	Die von den Feinschmeckern so sehr geschätzte Languste ( Abb. ) ist ein Bewohner des Meeresbodens ; ihre Larven aber leben im freien Ozean .	kern	Frisch, Karl von	Du und das Leben	Wissenschaft::Gebrauchsliteratur	Frisch, Karl von: Du und das Leben, Berlin: Verlag d. Druckhauses Tempelhof 1947 [1947], S. #page#	1947-12-31
wohnte	In einer Universitätsstadt , in welcher zwei Nationalitäten A und B auf gespanntem Fuße lebten , wohnte ein der Nationalität A angehöriger Professor im zweiten Stockwerk des Institutes für pathologische Anatomie und gab gelegentlich einen Hausball .	kern	Mach, Ernst	Erkenntnis und Irrtum	Wissenschaft::Philosophie	Mach, Ernst: Erkenntnis und Irrtum. In: Philosophie von Platon bis Nietzsche, Berlin: Directmedia Publ. 2000 [1905], S. #page#	1905-12-31
ginge	Gegen einen solchen Ansturm ist kein Kraut gewachsen bei unserer Geld- und Kreditwirtschaft , und die Bank , deren Ehrgeiz dahin ginge , sich dagegen zu rüsten , täte besser , ihre Kassenschalter nicht erst zu öffnen .	kern	Rieger, Wilhelm	Einführung in die Privatwirtschaftslehre	Gebrauchsliteratur::Wirtschaft::Wissenschaft::Wirtschaft	Rieger, Wilhelm: Einführung in die Privatwirtschaftslehre, Erlangen: Palm & Enke 1964 [1928], S. #page#	1928-12-31
eingelebt	Einzig hinsichtlich der Lösung des Zyklus- Problems ist ein Anklang an H. Wolf feststellbar , indem der Komp . » sich in die Eigenart des Dichters eingelebt und von hier aus den Zyklus gestaltet hat , statt die thematische Arbeit Schuberts zu übernehmen « ( Thamm , 260 ) ; allerdings sind Humperdincks ( Kinderlieder- ) Zyklen als Gelegenheitsarbeiten peripherer Natur .	kern	Wilhelm Pfannkuch	Humperdinck	Wissenschaft::Musikwissenschaft	Pfannkuch, Wilhelm: Humperdinck. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1957], S. #page#	1957-12-31
empfangen	"Falls Frau Müller entsprechende Verdienste hat , kann sie möglicherweise sogar vom Papst empfangen werden , zu dem sie dann "" Eure Heiligkeit "" sagt , und zwar auf deutsch , weil er unsere Sprache vollkommen beherrscht ."	kern	Meißner, Hans-Otto	Man benimmt sich wieder	Gebrauchsliteratur::Umgangsformen	Meißner, Hans-Otto: Man benimmt sich wieder, Giessen: Brühl 1950, S. #page#	1950-12-31
blickte	Er sah sich um und blickte in starre , verfallene Gesichter .	kern	Konsalik, Heinz G.	Der Arzt von Stalingrad	Belletristik::Roman	Konsalik, Heinz G.: Der Arzt von Stalingrad, Hamburg: Dt. Hausbücherei 1960 [1956], S. #page#	1956-12-31
abspielen	Ein Celeron/333 mußte dazu MP3-Audiostreams gleichzeitig aus dem Internet laden , dekodieren und abspielen .	kern	unknown	Alles an Bord	Zeitung::Prüfstand	C't, 1999, Nr. 14	1999-12-31
trat	Georg sah umher , trat dann an das nächste Fenster zu einem angenehmen Ausblick über den durchsichtigen Parkstreifen auf der Rückseite des Hauses , den Wassergraben , über die Wiesen dahinter , die Laubenkolonieen - bis zu der weit entfernten unregelmäßigen Häuserwand der Fabrikstadt jenseits des unsichtbaren Flusses und des Waldes der Fabrikessen .	kern	Schaeffer, Albrecht	Helianth I	Belletristik::Roman	Schaeffer, Albrecht: Helianth I, Bonn: Weidle 1995 [1920], S. #page#	1920-12-31
abgeben	Da ich acht Tage lang wegbleibe , werde ich eventuell auch die Patientin Allenstein abgeben müssen , was mir aber leid wäre , da sie sehr nervös ist .	kern	Frapan, Ilse	Arbeit	Belletristik	Frapan, Ilse: Arbeit. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1903], S. #page#	1903-12-31
wiederholte	Als Ergebnis dieser Ueberlegung wiederholte der Reichskanzler vor dem Parlament die Unannehmbarkeit und Unausführbarkeit der Pariser Abmachungen .	kern	Bernhard, Georg	Der Reichstag über London	Zeitung::Sonntags-Ausgabe	Vossische Zeitung (Sonntags-Ausgabe), 06.03.1921	1921-03-06
wirtschafteten	es waren jedenfalls durchweg Klassen , die , auch wenn sie selbst wirtschafteten , doch , so lange als irgend möglich , die Hand nicht selbst an den Pflug legten , um nicht rituell deklassiert zu werden , wie es gelegentlich verarmten Radschputen und andern vornehmen Landbesitzern erging .	kern	Weber, Max	Die Wirtschaftsethik der Weltreligionen	Wissenschaft	Weber, Max: Die Wirtschaftsethik der Weltreligionen. In: Weber, Marianne (Hg.) Gesammelte Aufsätze zur Religionssoziologie, Bd. II, Tübingen: Mohr 1921 [1920-1921], S. #page#	1920-12-31
beziehen	Ihre Glaubwürdigkeit kriegt auf alle Fälle ein paar Kratzer ab , wenn ihnen von den eigenen Leuten das Recht bestritten wird , sich weiter auf den Wähler als Berufungsinstanz beziehen zu dürfen .	kern	unknown	WENN GRÜNE STREITEN...	Zeitung	o. A.: WENN GRÜNE STREITEN.. In: Marxistische Zeit- und Streitschrift 1980-1991, München: Gegenstandpunkt Verl. 1998 [1987]	1987-01-01
Weiß	""" Weiß ich 's ? "" sagte der eine , der andere schläft ."	kern	Adolf Witte	Brief von Adolf Witte vom 07.01.1915	Gebrauchsliteratur::Briefe	Brief von Adolf Witte vom 07.01.1915. In: Witkop, Philipp (Hg.), Kriegsbriefe gefallener Studenten, München: Müller 1928 [1915], S. #page#	1915-01-07
handelt	Es handelt sich um die Skulptur , die ich neulich in einer öffentlichen Anlage selbst gesehen habe .	kern	Frisch, Max	Stiller	Belletristik::Roman	Frisch, Max: Stiller, Rheda-Wiedenbrück: Bertelsmann 1997 [1954], S. #page#	1954-12-31
übertraf	Saudiarabien ( mit rund 4 Millionen Einwohnern ) besitzt die größten bekannten Erdölvorräte der Welt , seine Devisenreserven ( 1975 voraussichtlich über 15 Mrd. $ ) sind umfangreicher als in jedem anderen Land der Dritten Welt ( 19229 C ) , seine wirtschaftliche Wachstumsrate ( 1972 16 % ) übertraf in den vergangenen Jahren zeitweise die jedes Staates , Von 1960 bis 1970 stiegen die Ausgaben für das Bildungswesen um 272 % , wurden mehr als 6 000 km Asphaltstraßen gebaut .	kern	unknown	Ermordung von König Faisal; Kronprinz Khaled neuer Könlg; Prinz Fahd neuer Kronprinz; Kabinettszusammensetzung	Zeitung::SAUDIARABIEN.	Archiv der Gegenwart, 2001 [1975]	1975-03-29
sagt	Auch in Deutschland sagt man , daß ein Schauspieler an die R. tritt , wenn wir den vorderen Rand der Bühne meinen , der horizontal ist .	kern	unknown	Lexikon der Kunst - R	Wissenschaft	o. A.: Lexikon der Kunst - R. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1994], S. #page#	1994-12-31
lachte	Nun lachte er fast verlegen .	kern	Schaeffer, Albrecht	Helianth I	Belletristik::Roman	Schaeffer, Albrecht: Helianth I, Bonn: Weidle 1995 [1920], S. #page#	1920-12-31
gezahlt	Als wir gezahlt hatten , schlug Herr Kloßen Herrn Domingo und mir vor , wir sollten doch zusammen in eine gewisse Dschungel-Bar gehen , da könne man am Nachmittag verbilligt Sliwowitz trinken , dann seien wir schon zu Beginn des Fests gewissermaßen im Vorteil , » und dann werde ich diesen Herrschaften und vor allem diesem Jungwirth einmal ordentlich die Meinung sagen . «	kern	Henscheid, Eckhard	Die Vollidioten	Belletristik::Roman	Henscheid, Eckhard: Die Vollidioten, Frankfurt a. M.: Zweitausendeins 1981 [1973], S. #page#	1973-12-31
warf	Auf die Lippen beißend und ohne ihn anzusehn , ging sie an ihm vorüber und , den Schirm auf einen Stuhl legend , mit ihren weichen Bewegungen an den Gestellen entlang , dann an der Treppe vorüber zum Kamin , wo sie abgewandt stehen blieb ; nach einer Weile warf sie sich herum , blickte ihn an und kam auf ihn zugerauscht .	kern	Schaeffer, Albrecht	Helianth II	Belletristik::Roman	Schaeffer, Albrecht: Helianth II, Bonn: Weidle 1995 [1920], S. #page#	1920-12-31
codiert	Nicht deren Meinungen werden codiert , sondern die Kommunikation selbst , und dies in einer Weise , die auf Lernfähigkeit angewiesen ist , nämlich auf Spezifikation der Kriterien für eine richtige Zuordnung des positiven bzw. negativen Wertes ( während aus der uncodierten Ausgangssituation nur zunehmende Enttäuschung , Verhärtung , Konflikt resultieren könnten ) .	kern	Luhmann, Niklas	Die Gesellschaft der Gesellschaft	Wissenschaft	Luhmann, Niklas: Die Gesellschaft der Gesellschaft, Frankfurt a. M.: Suhrkamp 1997, S. #page#	1997-12-31
verfiel	Krug verfiel auf die Idee , die » Persönlichkeit « des Magenbitters mit der des Herren der Lüfte zu koppeln .	kern	Hars, Wolfgang	Nichts ist unmöglich! Lexikon der Werbesprüche	Gebrauchsliteratur	Hars, Wolfgang: Nichts ist unmöglich! Lexikon der Werbesprüche, München: Piper 2001 [1999], S. #page#	1999-12-31
klargemacht	Schütz hat klargemacht , daß dies nicht zuletzt von der Praxis der zunächst auf Ostern und Pfingsten begrenzten Erleichterungen abhängt .	kern	Nawrocki, Joachim	Was wird aus Berlin?	Zeitung::Politik	Die Zeit, 10.03.1972, Nr. 10	1972-03-10
lief	Von der äußersten , mit einem Leuchtturm besteckten Spitze der Corniche bis zur linken Mole der Joliette lief dünn und unscheinbar , nur wahrnehmbar durch die größere Helligkeit des Wassers , jene Linie , die unversehrbar war und unerreichbar , die keine Abgrenzung war , sondern sich allem entzieht .	kern	Seghers, Anna	Transit	Belletristik::Roman	Seghers, Anna: Transit, Gütersloh: Bertelsmann 1995 [1943], S. #page#	1943-12-31
gucken	So ein Paar Augen , die die Sterne zählen können und ganz glücklich gucken können , wenn da mal ein Soldat ein leises Liedchen aus Posten fingt .	kern	Jungnickel, Max	Unser Kompagnieführer.	Zeitung::Abend-Ausgabe	Vossische Zeitung (Abend-Ausgabe), 06.03.1917	1917-03-06
stehenblieben	"Am Güstruphof-Stand versuchten Vera und Bruno anhand von Fotos und unter Zuhilfenahme von Schriften die besondere Art ihrer Anbauweise von Feldfrüchten , Viehhaltung und Lebensweise - sie nannten sie immer wieder "" die einzig noch mögliche , den drohenden Untergang allein verhindernde "" - den Passanten , von denen nur wenige stehenblieben , näherzubringen ."	kern	Degenhardt, Franz Josef	Die Abholzung	Belletristik::Roman	Degenhardt, Franz Josef: Die Abholzung, Berlin: Aufbau-Taschenbuch-Verl. 1999 [1985], S. #page#	1985-12-31
erhebt	Dramatûschek , das jroße Schenie , erhebt sich von Stuhl und hält wildes Red :	kern	Scheerbart, Paul	Immer mutig!	Belletristik	Scheerbart, Paul: Immer mutig! In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1902], S. #page#	1902-12-31
überzeugt	Von der Liebe des Achsen-Volkes scheint er nicht sehr überzeugt zu sein .	kern	unknown	Mussolini und 2000 Detektive	Zeitung	Deutsche Volkszeitung, 26.09.1937	1937-09-26
nachgehen	Wir wollen diesen Tatbestand verdeutlichen , indem wir den Motiven der Berufswahl der Jugendlichen im industriellgewerblichen Raum der Wirtschaft nachgehen .	kern	Schelsky, Helmut	Die skeptische Generation	Wissenschaft::Soziologie	Schelsky, Helmut: Die skeptische Generation, Düsseldorf: Diederichs 1957, S. #page#	1957-12-31
ergibt	Aus vorstehendem ergibt sich aber auch die Tatsache , daß fett- und wasserarme Athleten schon ihr Vortraining mit gewisser Vorsicht betreiben müssen , denn jeder Gewichtsverlust in der Trainingszeit schadet denen besonders .	kern	Hoke, R. J. / Schmith, O.	Grundlagen und Methodik der Leichtathletik	Gebrauchsliteratur	Hoke, Ralph Johann u. Schmith, Otto: Grundlagen und Methodik der Leichtathletik, Leipzig: Barth 1937, S. #page#	1937-12-31
geschäumt	Was mit der » Spiegel-Affäre « von 1962 an Möglichkeiten politischer Aufklärung und revolutionärer Veränderung hoch geschäumt war , war längst verspielt .	kern	Hannover, Heinrich	Die Republik vor Gericht 1975 - 1995	Gebrauchsliteratur::Belletristik	Hannover, Heinrich: Die Republik vor Gericht 1975 - 1995, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1999], S. #page#	1999-12-31
rechnen	Der Voranschlag beträgt 725,4 Millionen Pfund , im Gegensatz zu 816 Millionen Pfund der Regierung Baldwin , so daß der Schatzkanzler Snowden mit einem Jahresüberschuß von 30,6 Millionen Pfund zu rechnen hat .	kern	unknown	Das englische Budget.	Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 14.03.1924	1924-03-14
balgte	Sie kitzelte Trojanowicz mit einem Grashalm , balgte sich neckend , trieb neckisches Spiel , Haschen ohne Fänger , ach , nicht mehr Diana , sondern Puck übergroß , koboldischen Spaß fürs Publikum .	kern	Reimann, Brigitte	Franziska Linkerhand	Belletristik::Roman	Reimann, Brigitte: Franziska Linkerhand, Berlin: Neues Leben 1974, S. #page#	1974-12-31
fanden	Als wir öffneten , fanden wir in dem Gemache , welches ein bläuliches Licht matt erhellte , alles zertrümmert , geschmolzene Metalle , zernagte Steine , abgesprengte Felsstücke . - -	kern	Kubin, Alfred	Die andere Seite	Belletristik::Trivialliteratur	Kubin, Alfred: Die andere Seite, München: Spangenberg 1990 [1909], S. #page#	1909-12-31
verleiht	Kurz , er versucht es , in der Mitte zwischen den Extremen sich anzusiedeln , in einer gemäßigten und bekömmlichen Zone ohne heftige Stürme und Gewitter , und dies gelingt ihm auch , jedoch auf Kosten jener Lebens- und Gefühlsintensität , die ein aufs Unbedingte und Extreme gerichtetes Leben verleiht .	kern	Hesse, Hermann	Der Steppenwolf	Belletristik::Roman	Hesse, Hermann: Der Steppenwolf, Frankfurt a. M.: Suhrkamp 1955 [1927], S. #page#	1927-12-31
erhielt	Heute erhielt ich den Marschbefehl , morgen geht 's hinaus .	kern	Johannes Philippsen	Brief von Johannes Philippsen vom 22.07.1917	Gebrauchsliteratur::Briefe	Brief von Johannes Philippsen vom 22.07.1917. In: Witkop, Philipp (Hg.), Kriegsbriefe gefallener Studenten, München: Müller 1928 [1917], S. #page#	1917-07-22
singt	Carlos erscheint und singt klagend von dem Verlust seiner Verlobten : Elisabeth von Valois mußte aus staatspolitischen Gründen seinen Vater , Philipp von Spanien , heiraten .	kern	Schuhmann, Otto	Meyers Opernbuch	Gebrauchsliteratur::Musik	Schuhmann, Otto: Meyers Opernbuch, Leipzig: Bibliograph. Inst. 1938 [1935], S. #page#	1935-12-31
hingerichtet	1977 sollen rund 80 Personen hingerichtet worden sein , seit 21 / III/78 niemand mehr . - /- 12 / IV/78 :	kern	unknown	Bemühungen um eine Rhodesienregelung; Verwirklichung der internen Lösung; Guerrillakrieg und Wirtschaftssanktionen	Zeitung::RHODESIEN. AFRIKA. GROSSBRITANNIEN. SÜDAFRIKA. VEREINIGTE STAATEN.	Archiv der Gegenwart, 2001 [1980]	1980-03-11
gebrochen	Gounod , Thomas , Bizet , Delibes , Chabrier , Massenet u. a. sind auf den deutschen Opernbühnen immer beheimaten geblieben wie Verdi , später Mascagni , Leoncavallo , Puccini , d' Albert u. v. a. Aber mit Wagner war das geschichtliche Ereignis eingetreten , daß der deutsche romantische Geist sich ein erstes und einziges Mal auf der internat. Szene Bahn gebrochen hatte .	kern	Friedrich Blume	Romantik	Wissenschaft::Musikwissenschaft	Blume, Friedrich: Romantik. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1963], S. #page#	1963-12-31
Wiederhol	"- "" Wiederhol das noch einmal "" , hatte der Fleischergeselle in wilder Wut geschrien , "" und ich schlag dir die Fresse kaputt ! """	kern	unknown	Die Väter	Belletristik::Roman	Bredel, Willi: Die Väter. In: ders., Gesammelte Werke in Einzelausgaben, Bd. 7, Berlin: Aufbau-Verl. 1973 [1946], S. #page#	1946-12-31
gezogen	Schilling , wobei der infolge der Wirtschaftskrise zu gewärtigende allgemeine Rückgang der Abgabenerträgnisse bereits in Rechnung gezogen ist .	kern	unknown	Völkerbundhilfe, Finanzen, Bahnen.	Zeitung::ÖSTERREICH.	Archiv der Gegenwart, 2001 [1932]	1932-06-21
geschieht	Soweit eine Kontrolle und Lenkung des Zahlungsverkehrs mit dem Ausland noch notwendig ist , geschieht dies künftig nicht mehr mittels der Ausfuhr bewilligung , sondern wie vor dem Kriege schon durch Überwachung und Kontin gentierung der Auszahlungen im gebundenen Zahlungsverkehr .	kern	unknown	Handelspolitik.	Zeitung::SCHWEIZ.	Archiv der Gegenwart, 2001 [1950]	1950-05-17
aufgebaut	Es ist diese Art von Filmen , wo sympathische Kleinkriminelle zu Identifikationsfiguren aufgebaut werden , nach denen ich mich frage , warum ich nicht auch so ein possierlicher Westentaschenbetrüger geworden bin .	kern	Husen, Hinark	Illegale Postwurfsendung	Belletristik	Salbader, 1999, Nr. 25	1999-07-15
